customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,NumServices,IsFamily,ContractRisk,ChargeRatio,PaymentRisk
0027-KWYKW,1,0,1,1,23,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,83.75,1849.95,0,1-2 years,3,1,3,0.04524703530619412,1
2308-STERM,1,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.4,61.05,0,0-6 months,1,0,3,0.3126510878323932,0
5982-XMDEX,1,0,0,0,65,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),26.5,1698.55,0,5+ years,2,0,1,0.015592362684239946,0
6284-AHOOQ,0,1,0,0,22,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Bank transfer (automatic),90.5,1910.6,1,1-2 years,4,0,3,0.04734254028039339,0
6051-PTVNS,1,0,1,1,55,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.15,998.1,0,4-5 years,1,1,2,0.019167250525472922,0
2344-JMOGN,0,0,1,0,9,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Mailed check,94.85,890.6,1,6-12 months,5,1,3,0.10638178555406011,0
3799-ISUZQ,0,0,1,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.95,529.5,1,6-12 months,1,1,3,0.13185673892554195,0
2877-VDUER,1,0,1,1,35,0,0,DSL,0,0,0,1,1,0,One year,0,Mailed check,40.9,1383.6,0,2-4 years,2,1,2,0.02953921710241225,0
9152-AMKAK,0,0,0,0,6,1,0,DSL,1,0,1,1,1,1,Two year,1,Mailed check,80.25,493.4,0,0-6 months,6,0,1,0.16231796116504854,0
1794-HBQTJ,1,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),48.6,48.6,1,0-6 months,2,0,3,0.9798387096774194,0
9432-VOFYX,0,0,0,0,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.8,1207.0,0,1-2 years,1,0,3,0.0586092715231788,1
8049-WJCLQ,0,0,1,1,10,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Mailed check,60.2,563.5,0,6-12 months,3,1,3,0.1066430469441984,0
6586-PSJOX,0,0,0,1,15,1,0,DSL,0,0,1,1,0,0,One year,0,Credit card (automatic),55.2,864.55,0,1-2 years,3,1,2,0.06377447865519034,0
2460-FPSYH,1,1,0,0,40,0,0,DSL,1,1,0,0,1,1,Month-to-month,1,Electronic check,55.8,2109.35,1,2-4 years,4,0,3,0.026441111663942,1
9705-ZJBCG,1,0,1,1,13,1,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),54.15,701.05,0,1-2 years,3,1,2,0.07713125845737484,0
4818-DRBQT,0,0,1,0,29,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.15,2265.25,1,2-4 years,3,1,3,0.03536679536679537,0
1320-HTRDR,1,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,220.6,1,0-6 months,2,0,3,0.3407039711191336,1
6847-KJLTS,1,1,1,0,58,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),100.4,5749.8,0,4-5 years,5,1,3,0.017458440564790987,0
9670-BPNXF,1,0,0,0,45,1,0,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),62.55,2796.45,0,2-4 years,4,0,2,0.02235964896602263,0
3913-FCUUW,1,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),70.45,5165.7,0,5+ years,6,1,1,0.01363539590067161,0
3301-VKTGC,0,0,1,1,68,1,1,Fiber optic,1,1,0,0,0,0,One year,1,Bank transfer (automatic),85.5,5696.6,0,5+ years,4,1,2,0.01500631844987363,0
1493-AMTIE,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.2,20.2,1,0-6 months,1,0,3,0.9528301886792453,0
9555-SAHUZ,1,0,1,1,38,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,54.5,2076.05,0,2-4 years,3,1,3,0.02623913723790953,1
0816-TSPHQ,0,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.75,44.2,0,0-6 months,1,0,3,0.45907079646017696,0
9932-WBWIK,0,0,0,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,215.25,0,6-12 months,1,0,3,0.09410404624277457,0
4619-EVPHY,1,1,1,0,20,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),91.0,1859.5,0,1-2 years,3,1,2,0.04891158290782048,0
5286-YHCVC,0,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.8,7470.1,0,5+ years,6,1,1,0.014027385525558484,0
6424-ELEYH,1,0,1,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.75,229.5,1,0-6 months,2,1,3,0.324295010845987,0
4391-RESHN,0,0,0,0,23,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Mailed check,104.05,2470.1,1,1-2 years,6,0,3,0.042106754077131645,0
9115-YQHGA,0,0,0,0,40,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,51.1,2092.9,0,2-4 years,2,0,3,0.02440422178709585,1
4462-CYWMH,0,1,1,0,62,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.8,5629.55,0,5+ years,4,1,3,0.01594870838550408,0
8963-MQVYN,1,0,0,1,22,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.55,469.85,0,1-2 years,1,1,3,0.04364447276202612,1
2458-EOMRE,1,0,0,0,11,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Bank transfer (automatic),64.05,733.95,0,6-12 months,4,0,3,0.08714878563167562,0
9334-GWGOW,0,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.85,485.25,0,6-12 months,2,1,3,0.1539331619537275,1
6821-BUXUX,1,0,0,0,13,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,96.65,1244.5,1,1-2 years,5,0,3,0.07759935768767563,1
5028-HTLJB,0,1,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,1,0-6 months,1,0,3,0.9524940617577197,0
9801-GDWGV,1,0,0,0,39,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.45,3994.45,1,2-4 years,6,0,3,0.025891952095508642,1
6542-LWGXJ,0,0,1,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.0,78.25,0,0-6 months,0,1,3,0.31545741324921134,0
5567-GZKQY,0,0,0,0,58,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.3,1131.5,0,4-5 years,1,0,1,0.01792494481236203,0
1222-LRYKO,0,0,0,1,6,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,26.35,184.05,0,0-6 months,2,1,3,0.14239394758173465,0
2320-JRSDE,1,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.9,19.9,1,0-6 months,1,1,3,0.9521531100478469,1
2087-QAREY,1,0,1,0,22,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,54.7,1178.75,0,1-2 years,3,1,3,0.04636575545666455,0
0601-WZHJF,0,0,1,0,14,0,0,DSL,0,0,0,0,1,1,Month-to-month,0,Electronic check,46.35,667.7,1,1-2 years,2,1,3,0.0693135935397039,1
4423-JWZJN,0,0,1,1,64,1,1,Fiber optic,0,0,1,0,0,1,One year,0,Credit card (automatic),90.25,5629.15,0,5+ years,4,1,2,0.016029768301022176,0
5143-WMWOG,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.95,19.95,1,0-6 months,1,0,3,0.9522673031026253,1
6490-FGZAT,0,0,0,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.65,109.3,0,0-6 months,1,0,3,0.1872166817769719,0
5393-RXQSZ,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.6,79.6,1,0-6 months,2,0,3,0.9875930521091811,1
7452-FOLON,0,0,0,1,39,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),25.45,958.45,0,2-4 years,2,1,2,0.026525613632810464,0
2320-TZRRH,1,0,0,0,20,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.5,403.15,0,1-2 years,1,0,2,0.04824941234690091,0
0231-LXVAP,0,0,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,75.9,75.9,1,0-6 months,2,0,3,0.9869960988296489,1
9444-JTXHZ,0,0,1,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.2,76.2,1,0-6 months,2,1,3,0.9870466321243523,1
4942-VZZOM,0,0,1,0,64,1,1,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),66.15,4392.5,0,5+ years,4,1,2,0.015056333219528852,0
5510-BOIUJ,0,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.25,19.25,1,0-6 months,1,1,3,0.9506172839506173,0
7502-BNYGS,1,0,1,0,46,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),69.1,3168.0,0,2-4 years,4,1,3,0.021804985799936887,0
4291-HYEBC,1,1,1,1,28,0,0,DSL,0,1,0,0,0,1,One year,1,Electronic check,39.1,1096.6,0,2-4 years,2,1,2,0.0356231778425656,1
6147-CBCRA,1,0,1,0,33,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,669.45,0,2-4 years,1,1,3,0.02990528749347453,0
6047-SUHPR,0,0,1,1,39,1,0,DSL,1,1,1,0,0,0,One year,0,Electronic check,59.8,2343.85,0,2-4 years,4,1,2,0.02550269740068661,1
4471-KXAUH,1,0,1,0,42,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,84.3,3588.4,1,2-4 years,4,1,3,0.023485819356995598,1
9752-ZNQUT,1,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,48.6,48.6,0,0-6 months,2,0,3,0.9798387096774194,1
7638-QVMVY,1,0,0,0,7,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.0,522.95,1,6-12 months,2,0,3,0.1507777459681267,1
1576-PFZIW,0,1,1,0,70,1,0,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),105.35,7511.9,0,5+ years,6,1,1,0.014022547884305661,0
5666-MBJPT,0,0,0,0,65,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.1,1725.0,0,5+ years,2,0,1,0.014542294322132098,0
7312-XSBAT,0,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.75,49.75,0,0-6 months,2,0,3,0.9802955665024631,1
3096-GKWEB,0,0,1,0,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.75,1691.9,0,1-2 years,4,1,3,0.05596904719711737,1
2371-JQHZZ,0,0,1,0,24,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.0,2248.05,0,1-2 years,4,1,3,0.041350792556857335,1
0674-GCDXG,0,0,0,0,63,1,1,DSL,1,0,1,1,0,1,Two year,1,Bank transfer (automatic),71.9,4479.2,0,5+ years,6,0,1,0.016048390696843894,0
1121-QSIVB,1,0,0,1,44,1,1,DSL,0,1,0,0,1,1,One year,1,Mailed check,77.55,3471.1,0,2-4 years,5,1,2,0.02233518619855419,0
4396-KLSEH,0,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.85,63.0,0,0-6 months,1,0,3,0.31015625,1
3244-DCJWY,1,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.25,70.25,1,0-6 months,1,0,3,0.9859649122807017,1
2824-MYYBN,1,0,1,1,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.25,3314.15,0,2-4 years,4,1,3,0.02873173159585539,1
0875-CABNR,1,1,0,0,10,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),84.6,865.55,1,6-12 months,3,0,3,0.09762852691708498,0
6345-HOVES,0,0,0,0,34,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.05,852.7,0,2-4 years,0,0,3,0.02934286048963336,0
8318-LCNBW,0,0,1,0,35,0,0,DSL,1,0,1,0,1,1,One year,0,Credit card (automatic),53.15,1930.9,0,2-4 years,4,1,2,0.02751177597184119,0
6469-QJKZW,1,0,1,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.15,91.4,0,0-6 months,1,1,3,0.21807359307359306,1
0147-ESWWR,1,1,1,0,39,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,101.25,3949.15,0,2-4 years,5,1,3,0.025631938027669835,1
1217-VASWC,0,1,1,0,43,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),100.55,4304.0,0,2-4 years,5,1,2,0.02335656213704994,0
7812-FZHPE,1,0,1,1,17,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.1,409.9,1,1-2 years,2,1,3,0.0586517400827452,0
6370-ZVHDV,1,0,1,0,61,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.3,1554.9,0,5+ years,2,1,1,0.01626068513400604,0
5915-DGNVC,1,0,1,0,49,1,1,DSL,1,1,1,0,0,1,One year,0,Electronic check,71.8,3472.05,0,4-5 years,6,1,2,0.020673471444407652,1
6260-XLACS,0,0,0,0,4,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.7,117.8,0,0-6 months,1,0,2,0.16582491582491582,0
3566-CAAYU,1,0,1,1,64,0,0,DSL,0,1,1,1,0,1,Two year,0,Electronic check,49.85,3210.35,0,5+ years,4,1,1,0.015523066623071295,1
4983-CCWMC,0,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.6,207.4,0,0-6 months,1,0,3,0.3339731285988483,0
9103-CXVOK,0,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.75,19.75,0,0-6 months,1,1,3,0.9518072289156626,1
2896-TBNBE,0,0,1,0,40,1,0,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,80.8,3132.75,0,2-4 years,3,1,2,0.025783805345033904,1
4797-AXPXK,1,0,0,1,1,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,60.0,60.0,1,0-6 months,4,1,3,0.9836065573770492,1
5229-PRWKT,0,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.55,649.65,1,6-12 months,3,0,3,0.13302082532851764,1
6982-UQZLY,1,1,1,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.85,20.85,1,0-6 months,1,1,3,0.954233409610984,0
2522-WLNSF,1,1,1,0,34,1,0,DSL,0,0,1,1,1,0,One year,0,Bank transfer (automatic),64.2,2106.3,0,2-4 years,4,1,2,0.030465524604944713,0
3841-CONLJ,1,0,1,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,35.0,35.0,0,0-6 months,1,1,3,0.9722222222222222,1
5057-LCOUI,1,0,0,0,39,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,2011.4,1,2-4 years,3,0,3,0.025218644404690915,1
0193-ESZXP,1,1,1,0,58,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),105.5,6205.5,1,4-5 years,6,1,2,0.016998308225247723,0
4475-NVTLU,0,0,1,1,45,1,0,No,0,0,0,0,0,0,Two year,0,Electronic check,19.2,903.7,0,2-4 years,1,1,1,0.02122250469768984,1
4369-HTUIF,0,1,0,0,6,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.15,503.6,1,0-6 months,3,0,3,0.16874752279032898,0
9386-LDCZR,0,0,0,0,43,1,0,Fiber optic,1,1,1,1,0,0,One year,1,Credit card (automatic),90.65,3882.3,0,2-4 years,5,0,2,0.023343548013287668,0
9585-KKMFD,0,0,1,1,41,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.0,879.8,0,2-4 years,1,1,1,0.02270663033605813,0
5399-ZIMKF,0,0,0,0,5,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.65,383.65,0,0-6 months,2,0,3,0.19407253347198755,1
0336-KXKFK,0,0,0,0,72,0,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),61.2,4390.25,0,5+ years,5,0,1,0.013936806148590948,0
5619-XZZKR,0,0,0,0,4,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.95,68.2,0,0-6 months,1,0,2,0.28829479768786126,0
3948-FVVRP,0,0,1,1,9,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,54.8,452.8,0,6-12 months,3,1,3,0.12075804319083296,0
5327-XOKKY,0,1,1,0,72,1,1,DSL,0,0,1,0,1,1,Two year,1,Credit card (automatic),73.45,5329.0,0,5+ years,5,1,1,0.013780487804878049,0
0983-TATYJ,1,0,1,0,33,1,0,DSL,0,0,0,1,0,0,One year,1,Mailed check,51.45,1758.9,0,2-4 years,2,1,2,0.02923461560315927,0
1813-JYWTO,1,0,1,0,72,1,1,Fiber optic,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),80.45,5737.6,0,5+ years,3,1,1,0.014019098734883072,0
0156-FVPTA,0,0,1,0,22,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Electronic check,54.2,1152.7,1,1-2 years,3,1,3,0.046979284042645404,1
1984-FCOWB,1,0,1,0,70,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.5,7674.55,1,5+ years,7,1,2,0.014266078652344132,1
0654-HMSHN,0,0,1,1,21,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,104.4,2157.95,1,1-2 years,6,1,3,0.048356840130619055,1
6719-OXYBR,0,0,0,0,15,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,85.3,1219.85,0,1-2 years,3,0,3,0.0698693533194086,1
3312-ZWLGF,0,1,1,0,29,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,79.3,2414.55,0,2-4 years,3,1,3,0.032828962348119474,1
6476-YHMGA,1,0,1,1,15,1,0,DSL,0,1,1,1,1,1,Month-to-month,0,Bank transfer (automatic),76.5,1155.6,0,1-2 years,6,1,3,0.06614214075739236,0
5287-QWLKY,0,1,1,1,71,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),105.1,7548.1,1,5+ years,6,1,3,0.013922189400060934,0
0795-XCCTE,0,1,0,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.4,1809.35,0,5+ years,2,0,1,0.014030436103515894,0
0168-XZKBB,1,0,1,0,19,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.85,1564.4,0,1-2 years,3,1,3,0.055481027213491754,1
3785-NRHYR,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,19.65,0,0-6 months,1,0,3,0.9515738498789347,0
5196-SGOAK,1,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,75.7,75.7,1,0-6 months,2,0,3,0.9869621903520208,1
4537-DKTAL,1,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.55,84.4,0,0-6 months,1,0,3,0.5333723653395784,1
7072-MBHEV,1,1,1,1,11,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),78.1,864.85,0,6-12 months,3,1,3,0.09020038112837096,0
5602-BVFMK,1,0,0,0,12,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.3,228.75,0,6-12 months,1,0,2,0.08400435255712732,0
6297-NOOPG,1,0,1,0,70,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,110.5,7752.05,0,5+ years,7,1,1,0.01425245548526064,1
1891-UAWWU,1,1,1,0,20,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,90.8,1951.0,1,1-2 years,4,1,3,0.04651639344262295,1
8204-TIFGJ,1,0,0,0,23,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.3,470.6,0,1-2 years,1,0,3,0.04304495335029686,0
8050-DVOJX,0,1,0,0,49,1,1,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),81.35,4060.9,0,4-5 years,7,0,1,0.020027573303134,0
6108-OQZDQ,1,0,1,1,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,97.95,384.5,1,0-6 months,5,1,3,0.25408560311284045,1
0363-QJVFX,0,0,0,0,32,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),108.15,3432.9,1,2-4 years,7,0,3,0.03149480182882437,0
8903-XEBGX,0,0,0,1,2,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.3,108.65,0,0-6 months,2,1,3,0.5043319653442772,1
8169-SAEJD,0,1,1,0,69,0,0,DSL,1,1,0,0,1,1,Two year,0,Credit card (automatic),56.55,3952.65,0,5+ years,4,1,1,0.014303238779355784,0
9840-DVNDC,0,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),80.5,463.05,1,0-6 months,2,0,3,0.1734726861329598,0
1089-XZWHH,1,0,1,1,24,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.7,494.05,0,1-2 years,1,1,1,0.03979396020603979,0
2325-WINES,1,0,0,0,32,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.05,3416.85,0,2-4 years,6,0,2,0.030443114823646443,0
6064-ZATLR,1,0,0,0,27,1,0,DSL,1,1,0,0,0,0,Two year,0,Bank transfer (automatic),52.85,1498.65,0,2-4 years,3,0,1,0.0352415563631514,0
3096-JRDSO,1,1,1,0,27,1,1,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),104.3,2867.75,1,2-4 years,6,1,3,0.03635729847494553,0
7824-PANSQ,0,0,0,0,58,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),80.65,4807.35,0,4-5 years,3,0,3,0.01677290546653218,0
8042-JVNFH,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,71.35,71.35,1,0-6 months,1,0,3,0.9861782999308915,0
9648-BCHKM,1,0,1,1,18,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.65,471.35,0,1-2 years,2,1,1,0.05218587911506298,0
2888-ADFAO,1,0,1,1,47,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),21.3,1041.8,0,2-4 years,1,1,1,0.02042577675489068,0
8707-HOEDG,1,0,1,1,70,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,110.2,7689.8,0,5+ years,7,1,1,0.014328808446455505,1
3374-LXDEV,1,0,0,0,13,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,89.4,1132.35,1,1-2 years,5,0,3,0.07888119292363349,1
4072-IPYLT,1,0,1,1,36,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),51.05,1815.0,0,2-4 years,2,1,3,0.02811123348017621,0
7167-PCEYD,0,0,0,0,67,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.8,1311.3,0,5+ years,1,0,1,0.015088013411567479,0
4936-YPJNK,1,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,199.45,0,6-12 months,1,0,3,0.09927662758792716,0
1580-BMCMR,0,1,0,0,19,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,87.3,1637.3,0,1-2 years,3,0,3,0.05328694378318989,1
4817-KEQSP,1,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.85,1326.35,0,5+ years,1,1,1,0.014954608807021512,0
6408-WHTEF,0,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Mailed check,89.4,6376.55,0,5+ years,8,1,1,0.01401792224286756,0
9251-AWQGT,1,0,1,1,48,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.0,935.9,0,2-4 years,1,1,1,0.02134699541039599,0
8749-CLJXC,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0,0-6 months,1,0,3,0.9524940617577197,0
7989-VCQOH,0,0,1,1,18,1,0,DSL,1,0,1,1,1,1,Month-to-month,0,Electronic check,83.25,1611.15,0,1-2 years,6,1,3,0.05163911546692305,1
5049-GLYVG,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.6,20.6,1,0-6 months,1,0,3,0.9537037037037037,0
4199-QHJNM,0,1,1,0,67,1,1,Fiber optic,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),102.9,6989.7,0,5+ years,6,1,1,0.014719555981518305,0
8882-TLVRW,0,0,1,1,69,0,0,DSL,1,0,1,1,0,0,Two year,0,Mailed check,39.1,2779.5,0,5+ years,3,1,1,0.014062219025355153,0
5883-GTGVD,0,0,0,0,19,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.95,1931.75,1,1-2 years,5,0,3,0.05171387918768594,1
5135-GRQJV,0,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Mailed check,114.5,8331.95,0,5+ years,8,1,1,0.013740632069075177,0
2384-OVPSA,1,1,0,0,38,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.2,735.9,0,2-4 years,1,0,1,0.027412131903921836,0
1371-WEPDS,0,1,1,0,40,1,0,DSL,0,0,0,0,0,1,One year,0,Electronic check,55.8,2283.3,0,2-4 years,2,1,2,0.02442761458652541,1
3580-GICBM,1,0,1,1,61,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.2,1445.2,0,5+ years,2,1,1,0.01673350850504771,0
4817-QRJSX,1,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),81.0,818.05,1,6-12 months,3,0,3,0.09889506135156584,0
9730-DRTMJ,0,0,1,0,32,1,1,DSL,1,0,0,1,1,0,One year,1,Credit card (automatic),72.8,2333.05,0,2-4 years,5,1,2,0.031190420085259525,0
4686-UXDML,1,0,0,0,21,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.85,1992.55,0,1-2 years,5,0,3,0.050086529056206266,0
3349-ANQNH,1,1,0,0,59,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,99.5,5890.0,0,4-5 years,5,0,2,0.016890171447971482,1
